dataset,technique,revision,nCells,avgAR,avgMov
standard,nmac,0,11,0.580014,0.000000
standard,nmac,1,11,0.449066,17.719356
standard,nmac,2,6,0.382607,101.516034
standard,nmac,3,8,0.411533,105.157425
standard,nmac,4,8,0.404305,2.294735
standard,nmac,5,8,0.353446,22.061743
standard,nmac,6,8,0.380849,9.332398
standard,nmac,7,9,0.286530,119.877873
standard,nmac,8,9,0.370183,26.435495
standard,nmac,9,9,0.358517,3.807494
standard,nmac,10,9,0.347105,3.267798
standard,nmac,11,9,0.347105,0.000000
standard,nmac,12,9,0.347105,0.000000
standard,nmac,13,10,0.296005,22.649002
standard,nmac,14,11,0.307217,43.469823
standard,nmac,15,11,0.329303,8.874022
standard,nmac,16,11,0.348670,3.843123
standard,nmac,17,11,0.348670,0.000000
standard,nmac,18,11,0.325015,3.762515
standard,nmac,19,11,0.295792,14.087313
standard,nmac,20,11,0.295792,0.000000
standard,nmac,21,11,0.295792,0.000000
standard,nmac,22,11,0.295792,0.000000
standard,nmac,23,11,0.295792,0.000000
standard,nmac,24,11,0.296327,0.588189
standard,nmac,25,11,0.310903,3.633155
standard,nmac,26,11,0.310903,0.000000
standard,nmac,27,11,0.316875,4.167517
standard,nmac,28,11,0.316875,0.000000
